message,label
Yeah jay's sort of a fucking retard,Promotional
"Sorry, was in the bathroom, sup",Promotional
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,Transactional
My exam is for february 4. Wish you a great day.,Promotional
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,Promotional
"Aight no rush, I'll ask jay",Promotional
Good Morning plz call me sir,Promotional
It's ok lar. U sleep early too... Nite...,Promotional
"Oh... Icic... K lor, den meet other day...",Promotional
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",Promotional
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",Promotional
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",Promotional
Then she buying today? Ü no need to c meh...,Promotional
Aight sorry I take ten years to shower. What's the plan?,Promotional
Every monday..nxt week vl be completing..,Promotional
Might ax well im there.,Promotional
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,Promotional
Yeah I'll try to scrounge something up,Promotional
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,Promotional
Were somewhere on Fredericksburg,Promotional
Que pases un buen tiempo or something like that,Promotional
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,Promotional
She doesnt need any test.,Promotional
"Nothing much, chillin at home. Any super bowl plan?",Promotional
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",Spam
Bugis oso near wat...,Promotional
Yo theres no class tmrw right?,Promotional
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,Promotional
"Goodnight, sleep well da please take care pa. Please.",Promotional
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,Promotional
Convey my regards to him,Promotional
U ned to convince him tht its not possible witot hurting his feeling its the main,Promotional
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",Promotional
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,Promotional
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",Promotional
Yo dude guess who just got arrested the other day,Promotional
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,Promotional
What does the dance river do?,Promotional
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",Spam
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,Promotional
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",Promotional
Bbq this sat at mine from 6ish. Ur welcome 2 come,Promotional
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",Promotional
Alright. I'm out--have a good night!,Promotional
Did you try making another butt.,Promotional
Hope you are feeling great. Pls fill me in. Abiola,Promotional
I though we shd go out n have some fun so bar in town or something – sound ok?,Promotional
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",Promotional
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",Promotional
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",Promotional
We're finally ready fyi,Promotional
Auntie huai juan never pick up her phone,Promotional
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Promotional
"Ya tel, wats ur problem..",Promotional
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Spam
i dnt wnt to tlk wid u,Promotional
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",Promotional
Its ok my arm is feeling weak cuz i got a shot so we can go another time,Promotional
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,Promotional
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",Promotional
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,Promotional
All e best 4 ur exam later.,Promotional
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Promotional
Oh k.i think most of wi and nz players unsold.,Promotional
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",Promotional
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",Promotional
"Haha just kidding, papa needs drugs",Promotional
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",Promotional
Oh ok..,Promotional
R we still meeting 4 dinner tonight?,Promotional
Thats cool! I am a gentleman and will treat you with dignity and respect.,Promotional
Shall i start from hear.,Promotional
Then we wait 4 u lor... No need 2 feel bad lar...,Promotional
No did you check? I got his detailed message now,Promotional
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Promotional
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",Promotional
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,Promotional
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,Promotional
cool. We will have fun practicing making babies!,Promotional
Actually getting ready to leave the house.,Promotional
K..k..any special today?,Promotional
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",Spam
Then we gotta do it after that,Promotional
"I've got ten bucks, jay is being noncomittal",Promotional
Where at were hungry too,Promotional
Pls speak to that customer machan.,Promotional
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,Promotional
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Spam
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,Promotional
So wats ur opinion abt him and how abt is character?,Promotional
Jay is snickering and tells me that x is totally fucking up the chords as we speak,Promotional
No..few hours before.went to hair cut .,Promotional
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,Promotional
Lmao. Take a pic and send it to me.,Promotional
Speak only when you feel your words are better than the silence... Gud mrng:-),Promotional
No. She's currently in scotland for that.,Promotional
Do you work all this week ?,Promotional
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,Spam
Lol great now im getting hungry.,Promotional
Yes.. now only saw your message..,Promotional
I'll be at mu in like  &lt;#&gt;  seconds,Promotional
Ok...,Promotional
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,Promotional
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",Promotional
For sale - arsenal dartboard. Good condition but no doubles or trebles!,Promotional
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,Promotional
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",Promotional
Thanks for ve lovely wisheds. You rock,Promotional
You intrepid duo you! Have a great time and see you both soon.,Promotional
I asked sen to come chennai and search for job.,Promotional
Dad went out oredi...,Promotional
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",Promotional
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,Promotional
"Arms fine, how's Cardiff and uni?",Promotional
In fact when do you leave? I think addie goes back to school tues or wed,Promotional
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",Promotional
Ya:)going for restaurant..,Promotional
"Its ok., i just askd did u knw tht no?",Promotional
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,Spam
